strategy,question,gold_doc_id,top1_doc_id,top5_doc_ids,hit_at_1,hit_at_3,hit_at_5,mrr,ndcg_at_5,rag_keyword_recall,baseline_keyword_recall,rag_answer,baseline_answer
hybrid_rrf,就业信息网账号登录不了怎么办？,KB049,KB049,KB049|KB015|KB116|KB117|KB016,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「就业信息网账号」的说明：就业信息网账号。学生可使用统一身份认证登录学校就业信息网，查看招聘会、宣讲会、岗位信息和就业手续通知。若账号无法登录或毕业生信息有误，应联系学院就业辅导员或就业指导中心修改。
同时可参考：校园网账号开通[KB015]；就业指导中心主要提供哪些服务[KB116]；校园招聘信息在哪里看[KB117]；校园网故障处理[KB016]。
来源：就业指导服务手册，引用编号：[KB049]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,医保报销要保留哪些材料？,KB050,KB093,KB093|KB050|KB092|KB096|KB054,0,1,1,0.5,0.6309297535714575,0.3333333333333333,0.0,"根据知识库中「医保报销材料要保存哪些」的说明：医保报销材料要保存哪些。学生发生门急诊、住院、外省市急诊或其他符合政策的医疗费用时，应完整保存医疗费票据、病历记录、诊断证明、检查化验单、费用明细、出院小结、住院通知单等材料。若是在校内或本市医保定点机构就诊，应优先按医保电子凭证或医保卡直接结算；因新生医保账户未启用、系统异常或外省市就医产生现金垫付的，应按学生医疗保障制度实施细则和医保经办机构要求申请报销。材料中的姓名、日期、医院章和金额必须清晰一致，复印件和电子照片建议同时保留。报销口径可能随上海医保政策调整，以当年学校和医保部门通知为准。
同时可参考：医保报销流程[KB050]；大学生医保就医有哪些基本规则[KB092]；新生医保启用前就医怎么办[KB096]；保留入学资格[KB054]。
来源：同济大学学生医疗保障制度实施细则，引用编号：[KB093]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,想预约心理咨询应该去哪？,KB051,KB094,KB094|KB051|KB119|KB088|KB038,0,1,1,0.5,0.6309297535714575,0.3333333333333333,0.0,"根据知识库中「心理咨询可以在哪里预约」的说明：心理咨询可以在哪里预约。学生遇到情绪压力、睡眠问题、人际关系、学习适应、家庭困扰、就业焦虑或危机情况时，可向同济大学心理健康教育与咨询中心寻求帮助。党委学生工作部页面说明，心理中心提供心理健康课程、个体心理咨询、团体心理辅导、危机心理评估、新生普测、心理健康活动和知识普及等服务。预约方式、咨询地点、值班安排和紧急联系人以心理中心官网或学院通知为准。心理咨询遵循专业伦理和保密原则，但涉及自伤、自杀、伤害他人或重大安全风险时，学校会按危机干预流程处理。若情况紧急，应立即联系辅导员、校医院急诊或当地急救热线。
同时可参考：心理咨询预约[KB051]；生涯咨询和简历面试辅导怎么预约[KB119]；图书馆空间和研习室怎么预约[KB088]；图书馆座位预约[KB038]。
来源：同济大学党委学生工作部心理健康教育与咨询中心，引用编号：[KB094]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,校车节假日班次会调整吗？,KB052,KB052,KB052|KB001|TJ0025|KB085|KB091,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「校车乘坐安排」的说明：校车乘坐安排。校车线路、站点和发车时间以学校后勤或校车服务平台通知为准。学生乘车应携带校园卡或相关凭证，在指定站点排队候车。节假日、考试周和寒暑假班次可能调整。
同时可参考：选课时间与补退选[KB001]；李林波：转变思路直面难题 长途客运才能突围来源： 时间：2026-05-28 浏览：[TJ0025]；图书馆开放时间在哪里看[KB085]；校医院门诊和急诊时间怎么查[KB091]。
来源：校园生活服务指南，引用编号：[KB052]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,在读证明怎么申请？,KB053,KB053,KB053|KB022|KB057|KB019|KB035,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「在读证明办理」的说明：在读证明办理。学生因签证、实习、竞赛或其他事务需要在读证明时，可通过学生事务系统或学院教学办公室申请。申请时需确认姓名、学号、专业、学制等信息，部分用途需要中英文证明或学校盖章。
同时可参考：实习证明开具[KB022]；课程免修申请[KB057]；助学金申请材料[KB019]；请假审批流程[KB035]。
来源：学籍管理指南，引用编号：[KB053]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,新生参军不能按期入学怎么办？,KB054,KB054,KB054|KB096|KB114|KB028|KB035,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「保留入学资格」的说明：保留入学资格。新生因参军、疾病或其他特殊原因不能按期入学时，可申请保留入学资格。申请需提交书面材料和证明文件，经学校审核通过后保留资格，期满应按通知办理入学或复查手续。
同时可参考：新生医保启用前就医怎么办[KB096]；助学贷款和绿色通道怎么办理[KB114]；休学申请流程[KB028]；请假审批流程[KB035]。
来源：学籍管理指南，引用编号：[KB054]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,大型晚会需要做安全备案吗？,KB055,KB055,KB055|KB104|KB031|KB013|KB108,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「大型活动安全备案」的说明：大型活动安全备案。举办大型讲座、晚会、比赛或户外活动时，主办方需提前提交活动方案、安全预案、场地审批和负责人信息。涉及校外人员、用电搭建或较大人流的活动，应报保卫处和相关部门备案。
同时可参考：社团活动如何备案和发布[KB104]；社团活动审批[KB031]；宿舍门禁时间[KB013]；社团年审和评优看哪些材料[KB108]。
来源：校园活动管理指南，引用编号：[KB055]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,社团招新需要先报计划吗？,KB056,KB056,KB056|KB103|KB104|KB108|KB031,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「社团招新流程」的说明：社团招新流程。学生社团招新一般在学期初集中开展。社团需向校团委或社团管理部门提交招新计划、宣传材料和负责人信息，经审核后在指定时间地点开展招新，不得违规收费或夸大宣传。
同时可参考：学生社团招新一般怎么参加[KB103]；社团活动如何备案和发布[KB104]；社团年审和评优看哪些材料[KB108]；社团活动审批[KB031]。
来源：校园活动管理指南，引用编号：[KB056]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,课程免修需要提交哪些证明？,KB057,KB057,KB057|KB064|KB068|KB053|KB022,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「课程免修申请」的说明：课程免修申请。学生已通过高水平考试、竞赛或先修课程掌握相关内容时，可按学院规定申请课程免修。申请通常需提交成绩证明、能力证明或课程大纲，经任课教师和学院审核后确定是否免修。
同时可参考：免修免听课程还要不要选课[KB064]；因病申请缓考需要哪些材料[KB068]；在读证明办理[KB053]；实习证明开具[KB022]。
来源：校园教务办事指南，引用编号：[KB057]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,补考安排一般在哪里查询？,KB058,KB058,KB058|KB004|KB072|KB067|KB003,1,1,1,1.0,1.0,1.0,0.3333333333333333,"根据知识库中「补考安排查询」的说明：补考安排查询。课程补考通常安排在下一学期开学初或学校规定时间进行。学生应关注教务系统和学院通知，核对补考课程、时间、地点和名单。未按时参加补考的，需按重修或课程考核规定处理。
同时可参考：期末考试安排查询[KB004]；重考和补考信息怎么关注[KB072]；本科期末考核信息在哪里查[KB067]；成绩查询与复核[KB003]。
来源：考试管理办法摘要，引用编号：[KB058]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,校园无线网认证页面不弹出怎么办？,KB059,KB059,KB059|KB015|KB044|KB017|KB087,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「校园无线网络连接」的说明：校园无线网络连接。校园无线网络一般使用统一身份认证账号登录。连接学校无线网络后，浏览器会跳转认证页面，输入学号和密码即可上网。若无法弹出认证页面，可尝试访问学校主页或清除网络缓存。
同时可参考：校园网账号开通[KB015]；校园邮箱开通[KB044]；统一身份认证密码重置[KB017]；校外怎么访问图书馆电子资源[KB087]。
来源：网络信息中心服务指南，引用编号：[KB059]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,捡到别人的东西应该在哪里登记？,KB060,KB060,KB060|KB090|KB026|KB085|KB027,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「失物招领登记」的说明：失物招领登记。学生捡到或遗失物品时，可通过保卫处失物招领平台、校园服务大厅或楼宇值班室登记。登记信息应包括物品名称、地点、时间和联系方式。领取物品时需核验身份和物品特征。
同时可参考：论文查重、查收查引和科技查新找哪里[KB090]；校内快递领取[KB026]；图书馆开放时间在哪里看[KB085]；学生证补办[KB027]。
来源：校园生活服务指南，引用编号：[KB060]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,离开图书馆座位很久应该怎么操作？,KB038,KB038,KB038|KB088|KB087|KB008|KB085,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「图书馆座位预约」的说明：图书馆座位预约。图书馆自习座位可通过座位预约系统或移动端预约。预约成功后需在规定时间内扫码签到，超过签到时间未到会被记为违约。多次违约可能暂停预约权限，离开座位较久应主动签退。
同时可参考：图书馆空间和研习室怎么预约[KB088]；校外怎么访问图书馆电子资源[KB087]；电子资源校外访问[KB008]；图书馆开放时间在哪里看[KB085]。
来源：图书馆读者手册，引用编号：[KB038]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
hybrid_rrf,异地就医报销要提前做什么？,KB050,KB050,KB050|KB093|KB092|KB096|KB095,1,1,1,1.0,1.0,1.0,0.0,"根据知识库中「医保报销流程」的说明：医保报销流程。学生发生符合医保政策的医疗费用后，应保存病历、发票、费用清单和医保结算单。校医院或医保办公室会根据参保类型指导报销材料提交，异地就医通常需要提前备案或按规定补办手续。
同时可参考：医保报销材料要保存哪些[KB093]；大学生医保就医有哪些基本规则[KB092]；新生医保启用前就医怎么办[KB096]；校医院专科门诊有哪些注意事项[KB095]。
来源：校园生活服务指南，引用编号：[KB050]。",这是未接入知识库的通用回答：建议先查看学校官网、学院通知或咨询相关部门。由于没有检索校园手册，无法给出具体办理时间、材料和流程。
